imdb_id,movie_name,genre,cast
tt0138411,Dushmun,Drama,"Meena Kumari, Mumtaz Askari, Rajesh Khanna, Kumari Naaz"
tt6986710,The Accidental Prime Minister,"Biography, Drama","Anupam Kher, Akshaye Khanna, Suzanne Bernert, Vipin Sharma"
tt0395715,Preetam,"Comedy, Romance","Shammi Kapoor, Leena Chandavarkar, Helen, Vinod Khanna"
tt6593054,Drive,"Action, Crime, Thriller","Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi"
tt27862531,Ajmer 92,"Crime, Drama, History","Karan Verma, Sumit Singh, Rajesh Sharma, Ishan Mishra"
tt15502162,Hindutva,Drama,"Agast Anand, Shiven Basnet, Surmeet Basra, Sonarika Bhadoria"
tt10964468,Shakuntala Devi,"Biography, Drama","Vidya Balan, Adi Chugh, Sanya Malhotra, Jisshu Sengupta"
tt0953306,Anwar,"Drama, Romance, Thriller","Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Naurang Yadav"
tt0415003,Garv: Pride and Honour,"Action, Crime, Drama","Salman Khan, Shilpa Shetty Kundra, Arbaaz Khan, Akanksha Malhotra"
tt7782402,The Storyteller,Drama,"Paresh Rawal, Adil Hussain, Revathi, Tannishtha Chatterjee"
tt0418880,Mere Jeevan Saathi,"Drama, Music, Romance","Akshay Kumar, Karisma Kapoor, Ameesha Patel, Gulshan Grover"
tt2339505,Kochadaiiyaan,"Animation, Action, Adventure","Rajinikanth, Deepika Padukone, R. Sarathkumar, Jackie Shroff"
tt0260411,Tahkhana,"Action, Drama, Horror","Hemant Birje, Kamran Rizvi, Arti Gupta, Preeti Sapru"
tt21357600,Bombay,Action,"Gavie Chahal, Deepshikha Nagpal, Danish Bhatt, Ganesh Pai"
tt0107321,King Uncle,"Comedy, Drama, Family","Jackie Shroff, Shah Rukh Khan, Nagma, Sushmita Mukherjee"
tt1169270,Don,"Action, Crime, Drama","Nagarjuna Akkineni, Anushka Shetty, Raghava Lawrence, Nikhita"
tt16235600,Chhota Bheem aur Krishna: Mayanagari,"Animation, Action, Fantasy",Vatsal Dubey
tt18377806,Bedhadak, ,"Lakshya, Vikram Bhatt, Shanaya Kapoor, Gurfateh Pirzada"
tt3698454,Yaara,"Action, Crime, Drama","Vidyut Jammwal, Amit Sadh, Mohommed Ali Shah, Kenny Basumatary"
tt8647400,De De Pyaar De,"Comedy, Drama, Romance","Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill"
tt10305616,Malaal,"Action, Drama, Romance","Meezaan Jafri, Sharmin Segal, Chinmayee Surve, Anil Gawas"
tt8705332,Match Of Life,Comedy,"Rajpal Naurang Yadav, Sudha Chandran, Pankaj Berry, Supriya Karnik"
tt7647774,Ek Betuke Aadmi Ki Afrah Raatein,Drama,"Pawan Chakravarti, Archanna Guptaa, Adil Hussain, Raghav Jhingran"
tt1714832,Do Dooni Chaar,"Comedy, Crime, Drama","Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna"
tt0172175,Bhabhi,"Comedy, Drama, Family","Bhanupriya, Govinda, Juhi Chawla, Gulshan Grover"
tt0247944,Badal,"Action, Crime, Drama","Bobby Deol, Rani Mukerji, Mayuri Kango, Ashutosh Rana"
tt3807778,Badla Sherni Ka,Action,"Sapna Sappu, Amit Pachori, Junior Johnny Lever, Anil Nagrath"
tt27613132,Awara Pagal Deewana 2, ,"Akshay Kumar, Sanjay Dutt, Disha Patani, Dalip Singh"
tt10318332,Badnaam Gali,Comedy,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia, Paritosh Sand"
tt2199711,Vishwaroopam,"Action, Thriller","Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose"
tt13491620,Unpaused,"Drama, Romance","Gulshan Devaiah, Saiyami Kher, Richa Chadha, Ishwak Singh"
tt23220368,Vedaat Maratha Veer Daudale Saat,History,"Akshay Kumar, Pravin Tarde, Satya Manjrekar, Utkarsh Shinde"
tt18265146,Victoria: Ek Rahasya,"Horror, Thriller","Pushkar Jog, Sonalee Kulkarni, Aashay Kulkarni, Heera Sohal"
tt0173369,Tum Mere Ho,"Fantasy, Horror, Romance","Aamir Khan, Juhi Chawla, Ajit Vachani, Sudhir Pandey"
tt0326983,Jaani Dushman: Ek Anokhi Kahani,"Action, Fantasy, Horror","Sunny Deol, Arman Kohli, Manisha Koirala, Akshay Kumar"
tt0075669,Amar Akbar Anthony,"Action, Comedy, Drama","Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Shabana Azmi"
tt15547882,Spirit, ,"Shahid Kapoor, Prabhas, Olivia Morris, Trisha Krishnan"
tt0116763,Khamoshi: The Musical,"Drama, Musical, Romance","Manisha Koirala, Nana Patekar, Salman Khan, Seema Biswas"
tt0061072,Teesri Kasam,"Comedy, Drama, Romance","Raj Kapoor, Waheeda Rehman, Dulari, Iftekhar"
tt9680136,Pati Patni Aur Woh,"Comedy, Romance","Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana"
tt15516226,Chhatriwali,"Comedy, Drama","Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Dolly Ahluwalia"
tt10515526,Lootcase,"Comedy, Crime","Kunal Kemmu, Rasika Dugal, Vijay Raaz, Ranvir Shorey"
tt0047990,Devdas,"Drama, Musical, Romance","Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal"
tt27028399,Murder Mubarak,"Comedy, Horror, Mystery","Vijay Varma, Sara Ali Khan, Pankaj Tripathi, Dimple Kapadia"
tt28539592,Rambo,Action,"Tiger Shroff, Janhvi Kapoor"
tt23865942,Sarzameen,"Drama, Mystery, Thriller","Kajol, Prithviraj Sukumaran, Tota Roy Chowdhury, Rajesh Sharma"
tt24245466,Ruslaan,"Action, Thriller","Jagapathi Babu, Aayush Sharma, Vidya Malvade, Richard Bhakti Klein"
tt0150433,Earth,"Drama, Romance, War","Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna"
tt17736704,Mister Mummy,"Comedy, Drama","Riteish Deshmukh, Genelia Deshmukh, Mahesh Manjrekar, Atul Sharma"
tt7317482,Pailwaan,"Action, Drama, Sport","Suniel Shetty, Sushant Singh, Aakanksha Singh, Sudeep"
tt14873108,Rajnigandha,"Crime, Drama","Monika Agnihotrie, Parul Agrawal, Zoie Aggarwal Ahmed, Veebha Anand"
tt0067183,Haré Rama Haré Krishna,"Drama, Musical","Zeenat Aman, Dev Anand, Mumtaz Askari, Baby Guddi"
tt1411956,Sold,Drama,"Gillian Anderson, David Arquette, Tillotama Shome, Priyanka Bose"
tt0341266,Bhoot,"Horror, Mystery, Thriller","Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha"
tt15334030,Martin,"Action, Drama, Thriller","Dhruva Sarja, Vaibhavi Shandilya, Sriram Reddy Polasane, Nawab Shah"
tt0358053,Pyar Ke Do Pal,"Action, Drama","Mithun Chakraborty, Bindu Desai, Krishan Dhawan, Jagdeep"
tt0310254,Tumko Na Bhool Paayenge,"Action, Romance, Thriller","Pankaj Dheer, Arbaaz Khan, Salman Khan, Sushmita Sen"
tt3683702,Fugly,"Drama, Thriller","Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh"
tt0233226,Anokha Bandhan,Drama,"Shabana Azmi, Seema Deo, Vishal Desai, Aruna Irani"
tt1773015,Phas Gaye Re Obama,"Comedy, Crime, Drama","Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi Chadha"
tt0429289,Tauba Tauba,"Comedy, Drama","Laxmikant Berde, Bobby Darling, Amin Gazi, Vikaas Kalantari"
tt0073104,Hera Pheri,"Action, Comedy, Crime","Saira Banu, Vinod Khanna, Amitabh Bachchan, Sulakshana Pandit"
tt3142232,Heropanti,"Action, Romance","Tiger Shroff, Kriti Sanon, Parthaa Akerkar, Sunil Grover"
tt8458202,Pihu,"Drama, Thriller","Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma"
tt14902008,Oh My Ghost,"Comedy, Horror","Sunny Leone, Yogi Babu, Motta Rajendran, Sathish"
tt0126234,Chamatkar,"Comedy, Drama, Fantasy","Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar, Malvika Tiwari"
tt1288638,Dasvidaniya,"Comedy, Drama","Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla"
tt0860454,MP3: Mera Pehla Pehla Pyaar,"Comedy, Drama, Musical","Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney"
tt0346507,Andaaz,"Drama, Musical, Romance","Akshay Kumar, Lara Dutta, Priyanka Chopra Jonas, Rajeev Verma"
tt0388403,Shanakht,Drama,"Amitabh Bachchan, Madhuri Dixit, Madhavi"
tt0150251,Daag: A Poem of Love,"Drama, Music, Romance","Rajesh Khanna, Sharmila Tagore, Rakhee Gulzar, Prem Chopra"
tt10743280,Dostana 2,Comedy,"Janhvi Kapoor, Abhishek Banerjee, Lakshya, Kirron Kher"
tt0424298,Nache Nagin Gali Gali,Horror,"Meenakshi Sheshadri, Nitish Bharadwaj, Sadashiv Amrapurkar, Sahila Chaddha"
tt26659814,Auron Mein Kahan DumTha,"Drama, Romance","Ajay Devgn, Tabu, Jimmy Shergill, Shantanu Maheshwari"
tt1242530,What's Your Raashee?,"Comedy, Drama, Romance","Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh"
tt6041458,Tutak Tutak Tutiya,"Comedy, Horror","Sonu Sood, Rajiv Thakur, Rj Ajay, RJ Balaji"
tt0340178,Jaal: The Trap,"Action, Crime, Drama","Sunny Deol, Tabu, Reema Sen, Anupam Kher"
tt0088099,Sharaabi,"Comedy, Drama, Romance","Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey"
tt1602476,Badmaa$h Company,"Comedy, Crime, Drama","Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das"
tt3483612,Hamari Adhuri Kahani,"Drama, Romance","Emraan Hashmi, Vidya Balan, Rajkummar Rao, Sara Khan"
tt10351180,Bad Boy,"Comedy, Drama, Romance","Namashi Chakraborthy, Amrin Qureshi, Darshan Jariwala, Johny Lever"
tt11231440,Doordarshan,"Comedy, Drama","Manu Rishi Chadha, Mahie Gill, Dolly Ahluwalia, Shardul Rana"
tt0362696,Haasil,"Crime, Drama, Romance","Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan, Ashutosh Rana"
tt0470869,Neal 'N' Nikki,"Comedy, Musical, Romance","Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod"
tt0273452,Bandhan,"Action, Drama, Romance","Jackie Shroff, Salman Khan, Rambha, Ashwini Bhave"
tt1132589,Hijack,"Action, Thriller","Shiney Ahuja, Mona Ambegaonkar, Ananya Chadha, Gananay Chadha"
tt0422236,Fida,"Action, Crime, Drama","Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma"
tt13391696,Cold Case,"Horror, Mystery, Thriller","Prithviraj Sukumaran, Aditi Balan, Lakshmi Priyaa Chandramouli, Anil Nedumangad"
tt3726012,Mastizaade,Comedy,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani"
tt0402014,Ab Tak Chhappan,"Crime, Drama","Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe"
tt0112313,Akele Hum Akele Tum,"Drama, Romance","Aamir Khan, Manisha Koirala, Master Adil, Deven Verma"
tt0182251,Jab Pyaar Kisise Hota Hai,"Comedy, Drama, Romance","Salman Khan, Twinkle Khanna, Johny Lever, Farida Jalal"
tt0090611,Allah-Rakha,"Action, Drama","Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee"
tt29064031,Bhaagamathie Full Hindi Dubbed Movie,Horror,"Jayaram, Asha Sharath, Murli Sharma, Anushka Shetty"
tt0330843,Saathiya,"Drama, Family, Romance","Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu"
tt15250998,Ankahi Kahaniya,"Drama, Romance","Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi, Palomi Ghosh"
tt0459516,Pudhu Pettai,"Action, Crime, Drama","Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal"
tt6950476,Tejas,"Action, Drama, Thriller","Kangana Ranaut, Anshul Chauhan, Varun Mitra, Veenah Naair"
tt6971752,Shubh Mangal Saavdhan,"Comedy, Romance","Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan"
tt3469244,Phantom,"Action, Drama, Thriller","Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang"
tt10280276,Coolie No. 1,"Action, Comedy, Romance","Varun Dhawan, Sara Ali Khan, Paresh Rawal, Jaaved Jaaferi"
tt1509732,Aisha,"Comedy, Drama, Romance","Sonam Kapoor, Abhay Deol, Karamjeet Madonna, Amrita Puri"
tt0247394,Gumnaam,"Drama, Mystery, Thriller","Nanda Karnataki, Manoj Kumar, Pran Sikand, Helen"
tt12312912,Fire in the Mountains,Drama,"Vinamrata Rai, Chandan Bisht, Harshita Tiwari, Mayank Singh Jaira"
tt0111780,Yaar Gaddar,"Action, Drama, Mystery","Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani"
tt0112459,Barsaat,"Action, Romance","Bobby Deol, Twinkle Khanna, Raj Babbar, Mukesh Khanna"
tt0806088,Heyy Babyy,"Comedy, Drama","Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan"
tt0995035,Dhol,"Comedy, Crime, Mystery","Sharman Joshi, Tusshar Kapoor, Kunal Kemmu, Rajpal Naurang Yadav"
tt10916102,Bahut Hua Sammaan,"Comedy, Crime, Drama","Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya"
tt0293342,Lajja,"Action, Crime, Drama","Manisha Koirala, Jackie Shroff, Madhuri Dixit, Ajay Devgn"
tt0408976,Krishna Cottage,"Horror, Mystery, Romance","Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri"
tt0116726,Jung,"Action, Crime, Drama","Mithun Chakraborty, Ajay Devgn, Rambha, Vani Viswanath"
tt8133888,Nela Ticket,"Action, Comedy, Crime","Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj"
tt0484186,Pyasi Nigahen,Thriller,"Birbal, Sahila Chaddha, Ajinkya Deo, Annu Kapoor"
tt5842616,Veere Di Wedding,Comedy,"Kareena Kapoor, Sonam Kapoor, Swara Bhasker, Shikha Talsania"
tt0116308,Fire,"Drama, Romance","Shabana Azmi, Nandita Das, Karishma Jhalani, Ramanjeet Kaur"
tt3742284,NH10,"Action, Crime, Drama","Anushka Sharma, Neil Bhoopalam, Darshan Kumaar, Deepti Naval"
tt10350626,Gunjan Saxena: The Kargil Girl,"Action, Biography, Drama","Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij"
tt13698928,Silence... Can You Hear It?,"Crime, Thriller","Sahil Vaid, Saurrabh Kushwaha, Pankaj Anand, Manoj Bajpayee"
tt23220552,Badass Ravikumar,"Action, Musical","Prabhu Deva, Himesh Reshammiya, Sonia Kapoor"
tt21074588,Baap,Action,"Lankesh Bhardwaj, Sanjay Dutt, Sunny Deol, Jackie Shroff"
tt6095994,Khoj,"Crime, Mystery, Thriller","Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya"
tt0833476,Jhoom Barabar Jhoom,"Comedy, Drama, Musical","Abhishek Bachchan, Preity G Zinta, Bobby Deol, Lara Dutta"
tt3036740,Humshakals,"Comedy, Drama, Romance","Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu"
tt0102701,Prahaar: The Final Attack,"Drama, Thriller, Action","Nana Patekar, Dimple Kapadia, Gautam Joglekar, Madhuri Dixit"
tt0326600,Maine Dil Tujhko Diya,"Action, Romance","Sohail Khan, Sameera Reddy, Sanjay Dutt, Kabir Bedi"
tt3483712,Raja Natwarlal,"Crime, Thriller","Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon"
tt12861212,Chhorii,"Drama, Horror, Thriller","Nushrratt Bharuccha, Mita Vashisht, Gracy Goswami, Rajesh Jais"
tt0085165,Andhaa Kaanoon,"Action, Drama","Rajinikanth, Hema Malini, Reena Roy, Amitabh Bachchan"
tt5178120,The Song of Scorpions,Drama,"Golshifteh Farahani, Irrfan Khan, Waheeda Rehman, Shashank Arora"
tt0114231,Ram Jaane,"Action, Crime, Drama","Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur"
tt5785200,Machine,"Action, Mystery, Romance","Kiara Advani, Rishabh Arora, Mustafa Burmawala, Shabbir Burmawala"
tt17320574,Acting Ka Bhoot,"Comedy, Crime","Aham Sharma, Rajni Katiyar, Saanand Verma, Ishtiyak Khan"
tt0255212,Hamara Dil Aapke Paas Hai,"Action, Drama, Romance","Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar"
tt0285958,Pyaar Ishq Aur Mohabbat,"Drama, Musical, Romance","Arjun Rampal, Kirti Reddy, Suniel Shetty, Aftab Shivdasani"
tt7963804,Pantham,Action,"Gopichand, Mehreen Pirzada, Ajay, Joy Badlani"
tt0456500,Kyaa Kool Hai Hum,"Comedy, Mystery","Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia"
tt7527082,Hamid,Drama,"Talha Arshad Reshi, Vikas Kumar, Rasika Dugal, Sumit Kaul"
tt0493437,Apna Sapna Money Money,"Comedy, Musical, Romance","Riteish Deshmukh, Shreyas Talpade, Riya Sen, Koena Mitra"
tt0272062,Daag: The Fire,"Action, Drama, Thriller","Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry, Shakti Kapoor"
tt0833484,The Killer,"Action, Crime, Drama","Irrfan Khan, Emraan Hashmi, Priyanka Kothari, Bharti Achrekar"
tt23875222,Mission Lion,Thriller,"Tiger Shroff, Sara Ali Khan, Hiten Patel, Atul Sharma"
tt26627624,Siren,"Crime, Thriller","Praveer Shetty, Lasya Ponnu Ash, Achyuth Kumar, Pavitra Lokesh"
tt8976992,Laila Aur Satt Geet,Drama,"Navjot Randhawa, Sadakkit Bijran, Shahnawaz Bhat, Ranjit Khajuria"
tt1292703,Oye Lucky! Lucky Oye!,"Comedy, Crime, Drama","Abhay Deol, Paresh Rawal, Nitu Chandra, Archana Puran Singh"
tt10463030,Bhoot: Part One - The Haunted Ship,"Horror, Mystery, Thriller","Vicky Kaushal, Ashutosh Rana, Meher Vij, Akash Dhar"
tt6265050,Shabaash Mithu,"Biography, Drama, Sport","Taapsee Pannu, Vijay Raaz, Geeta Agrawal Sharma, Sameer Dharmadhikari"
tt0437238,Hulchul,"Action, Comedy, Drama","Akshaye Khanna, Kareena Kapoor, Amrish Puri, Lakshmi"
tt8108206,Saand Ki Aankh,"Biography, Drama","Taapsee Pannu, Bhumi Pednekar, Prakash Jha, Vineet Kumar Singh"
tt0111625,Vijaypath,"Action, Drama, Romance","Ajay Devgn, Tabu, Suresh Oberoi, Reema Lagoo"
tt13451738,Kodiyil Oruvan,"Action, Drama","Vijay Antony, Aathmika, Divya Prabha, Ramachandra Raju"
tt7162758,Paltan,"Action, Drama, History","Jackie Shroff, Arjun Rampal, Sonu Sood, Gurmeet Choudhary"
tt0299108,Rehnaa Hai Terre Dil Mein,"Comedy, Drama, Musical","Madhavan, Saif Ali Khan, Dia Mirza, Vrajesh Hirjee"
tt0833553,Ta Ra Rum Pum,"Comedy, Drama, Family","Saif Ali Khan, Rani Mukerji, Jaaved Jaaferi, Ali Haji"
tt11112526,Indoo Ki Jawani,"Comedy, Drama","Kiara Advani, Aditya Seal, Mallika Dua, Kimsa Sok"
tt1954206,The Dirty Picture,"Biography, Comedy, Drama","Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah"
tt9495690,Pagalpanti,"Action, Comedy","Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi"
tt0330217,Dil Ka Rishta,"Drama, Musical, Romance","Arjun Rampal, Aishwarya Rai Bachchan, Priyanshu Chatterjee, Rakhee Gulzar"
tt10885444,Khaali Peeli,"Action, Comedy, Romance","Ishaan Khattar, Ananya Panday, Sayeem Afran, Jaideep Ahlawat"
tt0178186,Aandhi,"Drama, Romance","Suchitra Sen, Sanjeev Kumar, Om Shivpuri, Manmohan"
tt3836958,Shamitabh,Drama,"Amitabh Bachchan, Dhanush, Akshara Haasan, Abhinaya"
tt1629715,Miss Lovely,"Crime, Drama, Romance","Nawazuddin Siddiqui, Niharika Singh, Anil George, Zeena Bhatia"
tt0084866,Vidhaata,"Action, Drama","Tom Alter, Harbans Darshan M. Arora, Birbal, Krishan Dhawan"
tt0070558,Pran Jaye Par Vachan Na Jaye,"Action, Drama, Musical","Sunil Dutt, Rekha, Bindu Desai, Ranjeet Bedi"
tt0193102,Dil Ka Kya Kasoor,"Musical, Romance","Prithvi Vazir, Divya Bharti, Sanam, Laxmikant Berde"
tt0111308,Suhaag,"Action, Comedy, Drama","Ajay Devgn, Akshay Kumar, Karisma Kapoor, Nagma"
tt0110942,Raja Babu,"Action, Comedy, Drama","Govinda, Karisma Kapoor, Shakti Kapoor, Kader Khan"
tt13171178,Parivartan,Family,"Vineet Singh Chandel, Geeta Gopal Govekar, Ziya Seikh, Simmran Sharma"
tt3004774,Tigers,Drama,"Emraan Hashmi, Geetanjali Thapa, Danny Huston, Khalid Abdalla"
tt0149568,Aa Ab Laut Chalen,"Musical, Romance, Drama","Rajesh Khanna, Akshaye Khanna, Aishwarya Rai Bachchan, Suman Ranganath"
tt0244585,Khubsoorat,"Comedy, Drama, Family","Ashok Kumar, Rekha, Rakesh Roshan, Shashikala Jawalkar"
tt28222781,Untitled SRK-Suhana-Marflix movie,Action,"Amitabh Bachchan, Vidya Balan, Riteish Deshmukh, Sanjay Dutt"
tt0341549,Rishtey,"Action, Drama, Romance","Anil Kapoor, Karisma Kapoor, Shilpa Shetty Kundra, Kaivalya Chheda"
tt0172234,Chaahat,"Drama, Romance","Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher"
tt0294264,Aalavandhan,"Action, Crime, Thriller","Kamal Haasan, Raveena Tandon, Manisha Koirala, Kitu Gidwani"
tt10309906,Shubh Mangal Zyada Saavdhan,"Comedy, Crime, Romance","Ayushmann Khurrana, Jitendra Kumar, Gajraj Rao, Neena Gupta"
tt5358948,One Night Stand,"Drama, Romance","Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed"
tt0082644,Laawaris,"Drama, Action, Musical","Amitabh Bachchan, Zeenat Aman, Rakhee Gulzar, Amjad Khan"
tt0266439,Dacait,"Action, Drama","Rakhee Gulzar, Sunny Deol, Meenakshi Sheshadri, Suresh Oberoi"
tt0091598,Naam,"Crime, Drama, Thriller","Nutan, Kumar Gaurav, Sanjay Dutt, Poonam Dhillon"
tt0824375,Nishabd,Drama,"Amitabh Bachchan, Jiah Khan, Revathi, Nassar"
tt0213753,Kadhalar Dinam,"Drama, Musical, Romance","Kunal, Sonali Bendre, Nassar, Goundamani"
tt2976172,Sixteen,"Drama, Romance, Thriller","Wamiqa Gabbi, Izabelle Leite, Mehak Manwani, Highphill Mathew"
tt10816692,Lohardaga,Drama,"Priya Ambust, Raquib Arshad, Sanjay Barman, Amit Kumar Bhagat"
tt1582597,Sathyam,"Action, Crime, Drama","Vishal, Nayanthara, Brahmanandam, Kota Srinivasa Rao"
tt12338956,Salmon 3D,"Romance, Thriller","Vijay Yesudas, Jonita Doda, Rajeev Pillai, Dhruvanth"
tt0107060,Gumrah,"Action, Crime, Drama","Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy"
tt0091256,Ijaazat,"Drama, Musical, Romance","Rekha, Naseeruddin Shah, Anuradha Patel, Rammohan Sharma"
tt4896974,Chimanee Pakhre,Drama,"Anand Abhyankar, Laxmikant Berde, Priya Arun Berde, Nagesh Bhonsle"
tt1194608,Ek Vivaah... Aisa Bhi,"Drama, Romance","Isha Koppikar, Sonu Sood, Anand Abhyankar, Daman Baggan"
tt1578261,Break Ke Baad,"Comedy, Drama, Romance","Imran Khan, Deepika Padukone, Namit Shah, Parzaan Dastur"
tt2137241,Rock On 2,"Drama, Music","Farhan Akhtar, Shraddha Kapoor, Arjun Rampal, Purab Kohli"
tt0233938,Indrasabha,"Musical, Romance","Nissar, Jehanara Kajjan, Abdul Rehman Kabuli, Mukhtar Begum"
tt4501268,Maharaj,"Biography, Crime, Drama","Jaideep Ahlawat, Sharvari Wagh, Shalini Pandey, Mark Bennington"
tt6424216,21: Battle of Saragarhi,War,"Randeep Hooda, Vikramjeet Virk, Apinderdeep Singh, Nitin Chauhan"
tt1629241,Bumm Bumm Bole,"Drama, Family, Thriller","Atul Kulkarni, Rituparna Sengupta, Darsheel Safary, Ziyah Vastani"
tt0109134,Anjaam,"Crime, Drama, Thriller","Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever"
tt11027850,Hacked,Thriller,"Hina Khan, Komal Chhabria, Sougata Ghosh, Rohan Shah"
tt15715122,Dybbuk: The Curse Is Real,"Drama, Horror","Emraan Hashmi, Nikita Dutta, Manav Kaul, Imaaduddin Shah"
tt0272118,Haathi Mere Saathi,"Drama, Family, Musical","Rajesh Khanna, Tanuja Samarth, David Abraham, Sujit Kumar"
tt0151511,Mausam,"Musical, Romance","Sanjeev Kumar, Sharmila Tagore, Om Shivpuri, Agha"
tt4545630,Sardaar Gabbar Singh,"Action, Comedy, Crime","Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjanaa Galrani"
tt0100857,Vardi,"Action, Crime, Drama","Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit"
tt0270820,Aag Ke Sholay,"Action, Thriller","Sumeet Saigal, Vijayata Pandit, Hemant Birje, Sripradha"
tt21387380,Kacchey Limbu,"Drama, Family","Sukhita Aiyar, Rajat Barmecha, Radhika Madan, Ayush Mehra"
tt0328671,Yeh Hai Jalwa,"Comedy, Drama, Romance","Rishi Kapoor, Salman Khan, Ameesha Patel, Rati Agnihotri"
tt0758053,Saawariya,"Drama, Musical, Romance","Ranbir Kapoor, Sonam Kapoor, Salman Khan, Rani Mukerji"
tt21279420,Emergency,"Drama, History","Anupam Kher, Kangana Ranaut, Satish Kaushik, Mahima Chaudhry"
tt0341455,Makdee,"Comedy, Family, Fantasy","Shabana Azmi, Shweta Basu Prasad, Makrand Deshpande, Aalaap Majgavkar"
tt13149544,Black Rose,Thriller,"Samiksha Bhatnagar, Abhilash Narain, Sanjana Shukla, Jai Shanker Tripathi"
tt0082594,Kaalia,"Action, Drama","Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan"
tt0084532,Prem Rog,"Drama, Musical, Romance","Shammi Kapoor, Nanda Karnataki, Tanuja Samarth, Vijayendra Ghatge"
tt0490210,Sarkar Raj,"Action, Crime, Drama","Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Ravi Kale"
tt1267500,Phoonk,"Drama, Horror, Mystery","Sudeep, Amruta Khanvilkar, Ahsaas Channa, Ashwini Kalsekar"
tt0259322,Gehrayee,"Drama, Horror","Shreeram Lagoo, Anant Nag, Indrani Mukherjee, Padmini Kolhapure"
tt1773109,Yamla Pagla Deewana,"Action, Comedy, Drama","Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya, Bhupindder Bhoopii"
tt0173156,Saajan Ka Ghar,Drama,"Rishi Kapoor, Juhi Chawla, Deepak Tijori, Farheen"
tt0490170,Love Story 2050,"Action, Adventure, Drama","Harman Baweja, Priyanka Chopra Jonas, Boman Irani, Archana Puran Singh"
