imdb_id,movie_name,genre,cast
tt7529298,Attack,"Action, Sci-Fi, Thriller","John Abraham, Jacqueline Fernandez, Rakul Preet Singh, Prakash Raj"
tt13534808,Janhit Mein Jaari,"Comedy, Drama, Romance","Nushrratt Bharuccha, Vijay Raaz, Alok Nath Pathak, Tinnu Anand"
tt0246729,Khiladiyon Ka Khiladi,"Action, Crime, Drama","Akshay Kumar, Rekha, Raveena Tandon, Deven Verma"
tt8361196,Vinaya Vidheya Rama,"Action, Drama","Ram Charan, Vivek Oberoi, Kiara Advani, Mahesh Manjrekar"
tt5325684,Hate Story IV,"Crime, Drama, Thriller","Urvashi Rautela, Gulshan Grover, Lee Byford, Komal Chhabria"
tt3410408,Rocky Handsome,"Action, Crime, Drama","John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya"
tt0845448,Dhamaal,"Action, Adventure, Comedy","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi"
tt4430136,Pyaar Ka Punchnama 2,"Comedy, Drama, Romance","Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt15482442,Untitled Blumhouse Productions Film, ,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt0233422,Chachi 420,"Comedy, Drama, Family","Kamal Haasan, Amrish Puri, Om Puri, Tabu"
tt0346723,Chalte Chalte,"Drama, Romance","Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"
tt5255710,Sanam Teri Kasam,"Drama, Musical, Romance","Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma"
tt0448206,Bunty Aur Babli,"Comedy, Crime, Drama","Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja"
tt1395025,Agent Vinod,"Action, Adventure, Thriller","Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor"
tt4387040,Airlift,"Action, Drama, History","Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi"
tt5456546,Judwaa 2,"Action, Comedy","Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher"
tt28290264,Untitled Aamir khan/Rajkumar Hirani movie,Biography,Aamir Khan
tt0356982,Paanch,"Crime, Thriller","Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya"
tt2077833,Rowdy Rathore,"Action, Comedy, Crime","Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma"
tt13912632,Sanak,"Action, Thriller","Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal"
tt15416100,Visfot,"Crime, Thriller","Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan"
tt6964940,Skater Girl,"Drama, Family, Sport","Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin"
tt0405266,Raincoat,"Drama, Romance","Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly"
tt0405507,Murder,"Drama, Romance, Thriller","Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah"
tt0272736,Mujhse Dosti Karoge!,"Comedy, Drama, Family","Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
tt5632164,Veerappan,"Action, Biography, Crime","Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan"
tt4874298,Madly,"Drama, Romance","Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle"
tt17425020,One Friday Night,"Crime, Drama","Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman"
tt7363104,Khuda Haafiz,"Action, Crime, Drama","Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra"
tt3859980,Mohenjo Daro,"Action, Adventure, Drama","Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
tt9766332,Atrangi Re,"Comedy, Drama, Fantasy","Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
tt1708453,Aakrosh,"Action, Crime, Drama","Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal"
tt0098999,Agneepath,"Action, Crime, Drama","Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
tt0120540,Yes Boss,"Comedy, Drama, Musical","Shah Rukh Khan, Juhi Chawla, Aditya Pancholi, Kashmira Shah"
tt9614460,Chhapaak,"Biography, Drama","Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair"
tt1499201,Anjaana Anjaani,"Comedy, Drama, Musical","Priyanka Chopra Jonas, Ranbir Kapoor, Aubrey K. Miller, Carl Marino"
tt1734110,No One Killed Jessica,"Biography, Crime, Drama","Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam"
tt4699202,Gurgaon,"Crime, Thriller","Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna"
tt11948256,Lift,"Drama, Horror, Mystery","Kavin, Amritha Aiyer, Kiran Konda, Gayathri Reddy"
tt2385104,D-Day,"Action, Thriller","Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
tt13022984,Khuda Haafiz Chapter II: Agni Pariksha,"Action, Crime, Drama","Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya, Sheeba Chaddha"
tt23875550,UI, ,"Sunny Leone, Upendra, Murli Sharma, P. Ravi Shankar"
tt0093578,Mr. India,"Action, Comedy, Drama","Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik"
tt8130904,The Body,"Mystery, Thriller","Emraan Hashmi, Rishi Kapoor, Sobhita Dhulipala, Vedhika"
tt7180544,Mukkabaaz,"Action, Drama, Sport","Vineet Kumar Singh, Jimmy Shergill, Zoya Hussain, Ravi Kishan"
tt0052954,Kaagaz Ke Phool,"Drama, Romance","Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker"
tt0093949,Shahenshah,"Action, Adventure","Amitabh Bachchan, Meenakshi Sheshadri, Aruna Irani, Rohini Hattangadi"
tt2302416,Gali Guleiyan,"Drama, Thriller","Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami"
tt0419058,Phir Hera Pheri,"Comedy, Crime","Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu"
tt21998526,Zwigato,Drama,"Kapil Sharma, Shahana Goswami, Tushar Acharya, Zishan Ali"
tt5764096,Hindi Medium,"Comedy, Drama","Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal"
tt1301698,1920,"Horror, Mystery, Romance","Rajneesh Duggal, Adah Sharma, Anjori Alagh, Raj Zutshi"
tt10023024,Love Aaj Kal,"Drama, Romance","Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini"
tt11199356,Bheeshma,"Action, Comedy, Romance","Nithiin, Rashmika Mandanna, Anant Nag, Jisshu Sengupta"
tt10243678,Chopsticks,"Comedy, Drama","Abhay Deol, Mithila Palkar, Vijay Raaz, Achint Kaur"
tt11142762,Pagglait,"Comedy, Drama","Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana"
tt1949548,Heroine,Drama,"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Shahana Goswami"
tt2072227,Shanghai,"Crime, Drama, Mystery","Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee"
tt6170954,Naam Shabana,"Action, Drama, Thriller","Taapsee Pannu, Akshay Kumar, Manoj Bajpayee, Taher Shabbir"
tt3696192,Singh Is Bliing,"Action, Comedy, Romance","Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon"
tt11095208,Beautiful,Drama,"Raknil Avro, K K Binojee, Erixnil, Naina Ganguly"
tt2417560,Filmistaan,Comedy,"Sharib Hashmi, Inaamulhaq, Kumud Mishra, Gopal Datt"
tt0222024,Hum Tumhare Hain Sanam,"Comedy, Drama, Romance","Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri"
tt0082797,Naseeb,"Action, Musical, Romance","Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini"
tt5465370,Akira,"Action, Thriller","Sonakshi Sinha, Anurag Kashyap, Konkona Sen Sharma, Nandu Madhav"
tt8108200,Sonchiriya,"Action, Crime, Drama","Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey"
tt1049405,The Other End of the Line,"Comedy, Drama, Family","Jesse Metcalfe, Sara Foster, Anupam Kher, Austin Basis"
tt6264938,Kesari,"Action, Drama, History","Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj"
tt0085743,Jaane Bhi Do Yaaro,"Comedy, Crime, Drama","Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah"
tt12045028,Nympho: The Lust Story,"Drama, Romance, Thriller","Natasha Majhi, Mohnish Nawani, Vikhyat Swades, Pooja Jangid"
tt4334260,San' 75 (Pachattar),Thriller,"Pravessh Rana, Kay Kay Menon, Kirti Kulhari, Tom Alter"
tt2301155,Shootout at Wadala,"Action, Biography, Crime","Anil Kapoor, John Abraham, Manoj Bajpayee, Tusshar Kapoor"
tt1918965,Murder 2,"Action, Crime, Drama","Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan, Sulagna Panigrahi"
tt0886539,Luck by Chance,Drama,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
tt0234000,Kaho Naa... Pyaar Hai,"Action, Musical, Romance","Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil"
tt1433905,All the Best: Fun Begins,"Action, Comedy, Drama","Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu"
tt1610452,Band Baaja Baaraat,"Comedy, Drama, Romance","Ranveer Singh, Anushka Sharma, Ranjit Batra, Satender Bhardwaj"
tt6514196,Baazaar,"Crime, Drama, Thriller","Saif Ali Khan, Radhika Apte, Chitrangda Singh, Denzil Smith"
tt5686868,Miss Teacher,Romance,"Kamalika Chanda, Rahul Sharma, Resham Thakkar, Adi Irani"
tt0307873,Raaz,"Drama, Horror, Musical","Dino Morea, Bipasha Basu, Malini Sharma, Ashutosh Rana"
tt0291376,Nayak: The Real Hero,"Action, Drama, Thriller","Anil Kapoor, Rani Mukerji, Amrish Puri, Paresh Rawal"
tt1017456,Race,"Action, Crime, Drama","Saif Ali Khan, Akshaye Khanna, Bipasha Basu, Katrina Kaif"
tt28152747,Sergeant,"Drama, Thriller","Tahirr Aashhraf, Daphne Alexander, Malcolm Davies, Sonia Goswami"
tt0466460,Khosla Ka Ghosla!,"Comedy, Crime, Drama","Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma"
tt21398196,Siya,"Crime, Drama","Stephen Alexander, Rudra Pratap Singh Chaudhary, Dev Chauhan, Madhvendra Jha"
tt1562859,Golmaal 3,"Action, Comedy, Drama","Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor"
tt6972140,Blackmail,"Comedy, Thriller","Irrfan Khan, Urmila Matondkar, Divya Dutta, Kirti Kulhari"
tt0077451,Don,"Action, Crime, Thriller","Amitabh Bachchan, Zeenat Aman, Pran Sikand, Iftekhar"
tt4906960,Baadshaho,"Action, Adventure, Thriller","Ajay Devgn, Ileana D'Cruz, Emraan Hashmi, Esha Gupta"
tt19838608,Babli Bouncer,"Comedy, Drama","Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj"
tt1714866,Midnight's Children,Drama,"Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan"
tt3337550,Rahasya,"Mystery, Thriller","Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht"
tt9511468,Love-All,Sport,"Satyakam Anand, Sumit Arora, Raja Bundela, Robin Das"
tt0200087,Sarfarosh,"Action, Crime, Drama","Naseeruddin Shah, Aamir Khan, Sonali Bendre, Mukesh Rishi"
tt2978626,Entertainment,"Action, Comedy, Drama","Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek"
tt22036406,Kanguva,"Action, Drama, Fantasy","Suriya, Disha Patani, Yogi Babu, Bobby Deol"
tt10309902,Chehre,"Drama, Mystery, Thriller","Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor"
tt13825336,Good Luck Jerry,"Comedy, Crime, Drama","Janhvi Kapoor, Jaswant Dalal, Deepak Dobriyal, Mita Vashisht"
tt7881550,Kaamyaab,Drama,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar"
tt0430328,Madhoshi,"Musical, Mystery, Drama","Bipasha Basu, John Abraham, Priyanshu Chatterjee, Prakash Bharadwaj"
tt1573072,Housefull,"Comedy, Drama, Romance","Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta"
tt5668770,Mardaani 2,"Action, Crime, Drama","Rani Mukerji, Avneet Kaur, Sunny Hinduja, Shruti Bapna"
tt13623916,Toolsidas Junior,"Drama, Family, Sport","Sanjay Dutt, Rajeev Kapoor, Varun Buddhadev, Ankur Vikal"
tt3823392,Love Sonia,Drama,"Abhishek Bharate, Riya Sisodiya, Mrunal Thakur, Adil Hussain"
tt4865436,Hate Story 3,"Drama, Thriller","Sharman Joshi, Karan Singh Grover, Zareen Khan, Daisy Shah"
tt8907974,Looop Lapeta,"Action, Comedy, Crime","Taapsee Pannu, Tahir Raj Bhasin, Dibyendu Bhattacharya, K.C. Shankar"
tt10483386,Mumbai Saga,"Action, Crime","John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty"
tt0119861,Pardes,"Drama, Musical, Romance","Shah Rukh Khan, Mahima Chaudhry, Amrish Puri, Apurva Agnihotri"
tt0294662,Kaante,"Action, Crime, Drama","Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Mahesh Manjrekar"
tt6354784,The Hungry,Drama,"Naseeruddin Shah, Tisca Chopra, Neeraj Kabi, Antonio Aakeel"
tt11364772,Kabzaa,"Action, Crime, Thriller","Upendra, Sudeep, Shriya Saran, Shivarajkumar"
tt15121860,Forensic,"Crime, Thriller","Radhika Apte, Vikrant Massey, Prachi Desai, Anant Mahadevan"
tt0811066,Shootout at Lokhandwala,"Action, Crime, History","Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan"
tt15614274,Double XL,"Comedy, Drama","Sonakshi Sinha, Huma Qureshi, Zaheer Iqbal, Mahat Raghavendra"
tt12740760,Phone Bhoot,"Comedy, Horror","Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff"
tt11102262,Cadaver,"Crime, Drama, Mystery","Amala Paul, Riythvika Panneerselvam, Munishkanth, Harish Uthaman"
tt2797242,Bombay Talkies,Drama,"Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui"
tt23472806,Almost Pyaar with DJ Mohabbat,"Drama, Musical, Romance","Alaya F, Karan Mehta, Vicky Kaushal, Sapna Pabbi"
tt9348296,Oh! Baby,"Comedy, Drama, Fantasy","Samantha Ruth Prabhu, Lakshmi, Rajendra Prasad, Teja Sajja"
tt10895556,Rashmi Rocket,"Drama, Sport","Taapsee Pannu, Priyanshu Painyuli, Abhishek Banerjee, Supriya Pathak"
tt0173080,Pyaar Kiya To Darna Kya,"Action, Comedy, Drama","Salman Khan, Kajol, Arbaaz Khan, Anjala Zaveri"
tt8108268,The Tashkent Files,"Drama, Mystery, Thriller","Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi"
tt7618184,Mulk,Drama,"Taapsee Pannu, Rishi Kapoor, Neena Gupta, Ashutosh Rana"
tt2112131,Dabangg 2,"Action, Comedy, Crime","Salman Khan, Sonakshi Sinha, Prakash Raj, Vinod Khanna"
tt8550208,Romeo Akbar Walter,"Action, Drama, Thriller","John Abraham, Mouni Roy, Jackie Shroff, Gyanendra Tripathi"
tt17592606,DAMaN,"Adventure, Drama","Karan Kandhapan, Babushan Mohanty, Dipanwit Dashmohapatra, Manaswani Takri"
tt1202540,Dil Bole Hadippa!,"Comedy, Drama, Romance","Shahid Kapoor, Rani Mukerji, Anupam Kher, Dalip Tahil"
tt1890363,Buddha in a Traffic Jam,"Crime, Thriller","Anupam Kher, Anchal Dwivedi, Mahie Gill, Pallavi Joshi"
tt28782545,The Purvanchal Files,Action,"R . Siddharth, Shivani Thakur, Zarina Wahab, Govind Namdeo"
tt27539086,800,"Biography, Sport","Nassar, Madhur Mittal, Narain, Mahima Nambiar"
tt5316648,Blind,"Crime, Drama, Thriller","Sonam Kapoor, Lucy Aarden, Danesh Razvi, Shubham Saraf"
tt1275863,Love Aaj Kal,"Comedy, Drama, Romance","Saif Ali Khan, Deepika Padukone, Rishi Kapoor, Rahul Khanna"
tt0250415,Har Dil Jo Pyar Karega...,"Comedy, Drama, Musical","Salman Khan, Preity G Zinta, Rani Mukerji, Rajeev Verma"
tt3614516,Ankhon Dekhi,"Comedy, Drama","Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur"
tt23864864,Joram,"Action, Adventure, Crime","Mohd. Zeeshan Ayyub, Manoj Bajpayee, Tannishtha Chatterjee, Rajshri Deshpande"
tt20840000,Ardh,"Drama, Romance","Rajpal Naurang Yadav, Rubina Dilaik, Hiten Tejwani, Swastik Tiwari"
tt3554418,Khoobsurat,"Comedy, Romance","Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher"
tt10699086,Bachchhan Paandey,"Action, Comedy, Crime","Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi"
tt0118751,Border,"Action, Drama, History","Sunny Deol, Suniel Shetty, Akshaye Khanna, Jackie Shroff"
tt6588966,Hichki,"Comedy, Drama","Rani Mukerji, Naisha Khanna, Neeraj Kabi, Rohit Saraf"
tt4909752,Rangoon,"Action, Drama, History","Kangana Ranaut, Shahid Kapoor, Saif Ali Khan, Manav Vij"
tt11046300,Ujda Chaman,Comedy,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Gagan Arora"
tt0083578,Arth,"Drama, Romance","Shabana Azmi, Kulbhushan Kharbanda, Smita Patil, Raj Kiran"
tt0110546,Mohra,"Action, Drama, Thriller","Akshay Kumar, Suniel Shetty, Raveena Tandon, Naseeruddin Shah"
tt23475174,Untitled Soorarai Pottru remake,"Action, Drama","Akshay Kumar, Radhika Madan, Paresh Rawal, R. Sarathkumar"
tt3679060,Dishoom,"Action, Adventure, Comedy","John Abraham, Varun Dhawan, Jacqueline Fernandez, Akshaye Khanna"
tt11433822,Aankh Micholi,"Comedy, Family","Paresh Rawal, Sharman Joshi, Abhimanyu Dasani, Mrunal Thakur"
tt0477253,Aashiq Banaya Aapne: Love Takes Over,"Drama, Romance, Thriller","Emraan Hashmi, Tanushree Dutta, Sonu Sood, Preeti Ganguli"
tt1092005,Golmaal Returns,"Comedy, Crime, Mystery","Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor"
tt6102396,Kaalakaandi,"Comedy, Thriller","Saif Ali Khan, Asif Basra, Neil Bhoopalam, Ankit Bisht"
tt0488836,Hanuman,Animation,"Mukesh Khanna, Viraj, Mona Shetty, Sumeet Pathak"
tt19394258,Tariq,"Action, Drama, Thriller","John Abraham, Rukmini Maitra, Gajala, Sujith Shanker"
tt0100095,Maine Pyar Kiya,"Drama, Musical, Romance","Salman Khan, Bhagyashree Patwardhan, Alok Nath, Rajeev Verma"
tt3717068,Court,Drama,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi"
tt8983164,Chhalaang,"Comedy, Drama, Sport","Rajkummar Rao, Nushrratt Bharuccha, Mohd. Zeeshan Ayyub, Saurabh Shukla"
tt9648672,Street Dancer 3D,"Drama, Music","Varun Dhawan, Shraddha Kapoor, Prabhu Deva, Nora Fatehi"
tt8983228,Jhund,"Biography, Drama, Sport","Amitabh Bachchan, Ankush Gedam, Babu Kshatriya, Jerico Robert"
tt8733898,U-Turn,"Crime, Horror, Mystery","Samantha Ruth Prabhu, Aadhi, Bhoomika Chawla, Rahul Ravindran"
tt10152736,Thalaivi,"Biography, Drama","Kangana Ranaut, Arvind Swami, Nassar, Samuthirakani"
tt0216817,Hum Saath-Saath Hain,"Drama, Musical","Mohnish Behl, Salman Khan, Saif Ali Khan, Tabu"
tt7027278,Kedarnath,"Drama, Romance","Sushant Singh Rajput, Sara Ali Khan, Nitish Bharadwaj, Alka Amin"
tt1291465,Raajneeti,"Crime, Drama, Thriller","Ajay Devgn, Ranbir Kapoor, Nana Patekar, Katrina Kaif"
tt9248972,Mission Mangal,"Drama, History","Akshay Kumar, Vidya Balan, Taapsee Pannu, Sonakshi Sinha"
tt19864958,Maja Ma,"Comedy, Drama","Madhuri Dixit, Ritwik Bhowmik, Barkha Singh, Gajraj Rao"
tt1532957,Paa,"Comedy, Drama","Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal"
tt0116950,Maachis,"Action, Crime, Drama","Om Puri, Tabu, Chandrachur Singh, Kanwaljeet Singh"
tt9537274,The Intern,"Comedy, Drama, Thriller","Deepika Padukone, Amitabh Bachchan, Neena Gupta"
tt8176040,Panipat,"Action, Drama, History","Arjun Kapoor, Sanjay Dutt, Kriti Sanon, Mohnish Behl"
tt0227194,One 2 Ka 4,"Action, Crime, Drama","Shah Rukh Khan, Jackie Shroff, Juhi Chawla, Nirmal Pandey"
tt3019620,Titli,"Action, Crime, Drama","Shashank Arora, Ranvir Shorey, Shivani Raghuvanshi, Amit Sial"
tt2198235,Monsoon Shootout,"Action, Crime, Drama","Vijay Varma, Nawazuddin Siddiqui, Neeraj Kabi, Geetanjali Thapa"
tt2621000,Jolly LLB,"Comedy, Crime, Drama","Arshad Warsi, Amrita Rao, Boman Irani, Saurabh Shukla"
tt0415908,Kaal,"Adventure, Horror, Mystery","Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta"
tt0110076,Hum Aapke Hain Koun..!,"Comedy, Drama, Musical","Madhuri Dixit, Salman Khan, Mohnish Behl, Renuka Shahane"
tt6143422,Kadvi Hawa,Drama,"Sanjay Mishra, Ranvir Shorey, Tillotama Shome, Bhupesh Singh"
tt6926486,Daddy,"Action, Biography, Crime","Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat, Rajesh Shringarpure"
tt0477252,36 China Town,"Comedy, Mystery, Thriller","Akshaye Khanna, Shahid Kapoor, Kareena Kapoor, Paresh Rawal"
tt0220757,Shool,"Action, Crime, Drama","Manoj Bajpayee, Raveena Tandon, Sayaji Shinde, Yashpal Sharma"
tt4354740,Dharam Sankat Mein,Comedy,"Naseeruddin Shah, Paresh Rawal, Annu Kapoor, Gagan Gupta"
tt10230422,Class of 83,"Action, Crime, Drama","Bobby Deol, Anup Soni, Joy Sengupta, Hitesh Bhojraj"
tt16867258,Sheran Di Kaum Punjabi,"Action, Adventure, Drama","Sanjay Dutt, Gippy Grewal, Harpreet Kaler, Ravi Dehru"
tt3802576,Brothers,"Action, Drama, Sport","Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez"
tt0337971,Deewangee,"Crime, Drama, Mystery","Ajay Devgn, Akshaye Khanna, Urmila Matondkar, Farida Jalal"
tt5713232,Madaari,"Drama, Thriller","Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi"
tt0068257,Bawarchi,"Comedy, Musical, Drama","Rajesh Khanna, Jaya Bachchan, Usha Kiran, Harindranath Chattopadhyay"
tt1736552,Breakaway,"Comedy, Drama, Sport","Vinay Virmani, Camilla Belle, Russell Peters, Rob Lowe"
tt0054098,Mughal-E-Azam,"Drama, Romance, War","Prithviraj Kapoor, Madhubala, Dilip Kumar, Durga Khote"
tt5613834,A Gentleman,"Action, Comedy","Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumaar, Hussain Dalal"
tt1230165,Rock On!!,"Drama, Music","Arjun Rampal, Farhan Akhtar, Luke Kenny, Purab Kohli"
tt12882620,Evil Eye,"Horror, Mystery, Thriller","Sarita Choudhury, Sunita Mani, Bernard White, Omar Maskati"
tt2929690,Margarita with a Straw,Drama,"Kalki Koechlin, Revathi, Sayani Gupta, Hussain Dalal"
tt28635101,Rakshak India's Braves,"Action, Biography","Aayat, Jatin Ahuja, Ravi Aneja, Sanju Banerjee"
tt26229612,The Diplomat,"Drama, Thriller","Kumud Mishra, Sharib Hashmi, Amitoj Mann, John Abraham"
tt0136352,Koyla,"Action, Drama, Musical","Shah Rukh Khan, Madhuri Dixit, Amrish Puri, Ranjeet Bedi"
tt0114726,Trimurti,"Action, Drama","Jackie Shroff, Anil Kapoor, Shah Rukh Khan, Priya Tendulkar"
tt10964430,Thappad,Drama,"Taapsee Pannu, Pavail Gulati, Kumud Mishra, Ratna Pathak Shah"
tt1918886,Joker,"Comedy, Family, Sci-Fi","Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba"
tt22311492,Nazar Andaaz,"Comedy, Drama","Abhishek Banerjee, Divya Dutta, Namrata Kapoor, Kumud Mishra"
tt10333912,Gulabo Sitabo,"Comedy, Drama","Amitabh Bachchan, Ayushmann Khurrana, Vijay Raaz, Brijendra Kala"
tt5743656,Phobia,"Drama, Mystery, Thriller","Radhika Apte, Amrita Bagchi, Nivedita Bhattacharya, Yashaswini Dayama"
tt8581230,B.A. Pass 2,Drama,"Kritika Sachdeva, Satiiysh Saarathy Sasho, Sanghmitra Hitaishi, Indraneil Sengupta"
tt2658126,Commando,"Action, Adventure, Thriller","Vidyut Jammwal, Hsieh Chang Hai, Nelson Liao Sheng Hua, Ishita Vyas"
tt0107311,Khal Nayak,"Action, Adventure, Crime","Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Rakhee Gulzar"
tt1120897,Dhan Dhana Dhan Goal,"Drama, Sport, Thriller","John Abraham, Arshad Warsi, Bipasha Basu, Boman Irani"
tt0454431,Chocolate: Deep Dark Secrets,"Crime, Drama, Mystery","Anil Kapoor, Suniel Shetty, Arshad Warsi, Emraan Hashmi"
tt9176296,Dolly Kitty Aur Woh Chamakte Sitare,"Comedy, Drama","Konkona Sen Sharma, Bhumi Pednekar, Amol Parashar, Kubbra Sait"
tt6277440,Badrinath Ki Dulhania,"Comedy, Drama, Romance","Varun Dhawan, Alia Bhatt, Sahil Vaid, Swanand Kirkire"
tt13562940,Dial 100,"Action, Thriller","Manoj Bajpayee, Neena Gupta, Sakshi Tanwar, Nandu Madhav"
tt0105866,Yalgaar,"Action, Drama, Thriller","Feroz Khan, Sanjay Dutt, Kabir Bedi, Manisha Koirala"
tt18568902,Kaun Pravin Tambe?,"Biography, Drama, Sport","Shreyas Talpade, Gaurav Kamble, Arif Zakaria, Asif Ali"
tt11045422,Toofaan,"Action, Drama, Sport","Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe"
tt2576450,Besharam,"Action, Comedy, Romance","Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh"
tt8484942,India's Most Wanted,"Action, Adventure, Thriller","Arjun Kapoor, Sudev Nair, Preet Bhullar, Rajesh Sharma"
tt0045693,Do Bigha Zamin,Drama,"Balraj Sahni, Nirupa Roy, Ratan Kumar, Murad"
tt1241195,Aamir,"Action, Crime, Drama","Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul, Vasan Bala"
tt0173102,Raju Ban Gaya Gentleman,"Comedy, Musical, Romance","Shah Rukh Khan, Juhi Chawla, Nana Patekar, Amrita Singh"
tt20807330,Titu Ambani,Drama,"Tushar Pandey, Deepika Singh, Raghubir Yadav, Sapna Sand"
tt8108196,Judgementall Hai Kya,"Comedy, Drama, Mystery","Kangana Ranaut, Rajkummar Rao, Amyra Dastur, Amrita Puri"
